City_ID,City,Country,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
594,Vostok,RU,46.49,135.88,73.26,73.26,48,44,3.58,scattered clouds
595,Suba,PH,10.84,121.01,83.95,83.95,71,25,3.89,scattered clouds
596,Pucallpa,PE,-8.38,-74.55,77.54,77.54,59,68,1.19,broken clouds
597,Jinhua,CN,29.11,119.65,81.48,81.48,87,95,2.98,light rain
598,Varhaug,NO,58.61,5.65,49.55,50.85,80,95,3.65,overcast clouds
599,Valdivia,CL,-39.81,-73.25,50.09,50.09,98,100,5.5,overcast clouds
600,Yar-Sale,RU,66.83,70.83,60.75,60.75,57,23,14.5,few clouds
601,Lumberton,US,34.62,-79.01,73.27,77.34,94,100,4.43,overcast clouds
602,Kavali,IN,14.92,79.98,81.66,81.66,71,100,16.28,moderate rain
603,Muli,MV,2.92,73.57,82.67,82.67,70,60,14.5,broken clouds
604,Xudat,AZ,41.63,48.68,82.13,82.13,31,31,4.79,scattered clouds
605,Seoul,KR,37.57,126.98,85.44,87.28,38,87,1.57,overcast clouds
606,Vestmannaeyjar,IS,63.44,-20.27,54.34,54.34,92,100,10.69,overcast clouds
607,Puerto Carreno,CO,6.19,-67.49,73.76,73.76,91,100,3.94,overcast clouds
608,Lodja,CD,-3.48,23.43,71.65,71.65,69,0,0.94,clear sky
609,Urumqi,CN,43.8,87.6,63.55,63.55,82,75,6.71,broken clouds
610,Akyab,MM,20.15,92.9,79.32,79.32,92,100,13.06,overcast clouds
611,Bodden Town,KY,19.28,-81.25,80.01,82.92,85,83,8.16,broken clouds
612,Ulcinj,ME,41.93,19.22,64.31,73.62,48,0,3.49,clear sky
613,Pavilosta,LV,56.89,21.19,58.91,58.95,83,91,11.7,overcast clouds
614,Ulety,RU,51.36,112.48,82.96,82.96,36,41,3.22,scattered clouds
615,Suez,EG,29.97,32.53,78.44,78.44,71,0,10.18,clear sky
616,Baiyin,CN,36.56,104.21,77.11,77.11,45,86,10.2,overcast clouds
617,Tateyama,JP,34.98,139.87,71.62,71.62,92,100,12.44,overcast clouds
618,Medvedok,RU,57.39,50.04,72.41,72.41,61,12,5.41,few clouds
619,Pampa,US,35.54,-100.96,71.1,77.95,64,1,12.66,clear sky
620,Kulhudhuffushi,MV,6.62,73.07,81.7,81.7,77,100,15.79,overcast clouds
621,Lazarev,RU,52.23,141.51,61.88,61.88,87,19,25.84,few clouds
622,Roald,NO,62.58,6.13,51.01,59.16,94,75,12.66,broken clouds
623,Kisangani,CD,0.52,25.2,70.92,70.92,90,34,2.28,scattered clouds
624,Necochea,AR,-38.55,-58.74,43.03,43.03,84,43,10.2,scattered clouds
625,Krasnovishersk,RU,60.41,57.08,66.24,66.24,61,96,8.1,overcast clouds
626,Butterworth,MY,5.4,100.36,80.64,84.99,78,40,9.22,scattered clouds
627,Talara,PE,-4.58,-81.27,64.49,64.49,84,25,15.5,scattered clouds
628,Khandyga,RU,62.67,135.6,79.5,79.5,42,70,6.44,broken clouds
629,Berlevag,NO,70.86,29.09,44.55,44.6,81,40,14.97,scattered clouds
630,Senneterre,CA,48.38,-77.23,58.06,58.06,77,45,7.74,scattered clouds
631,Nangong,CN,37.36,115.37,85.42,85.42,59,2,4.76,clear sky
632,San Ignacio,BZ,17.16,-89.07,75.34,75.34,94,0,0.0,clear sky
633,Rancho Palos Verdes,US,33.74,-118.39,65.03,82.53,80,14,1.99,few clouds
634,Ostrow Mazowiecka,PL,52.8,21.9,62.62,62.62,83,100,7.23,overcast clouds
635,Altay,CN,47.87,88.12,74.1,74.1,38,96,6.71,overcast clouds
636,Kabale,UG,-1.25,29.99,60.22,60.22,71,14,2.13,few clouds
637,Beringovskiy,RU,63.05,179.32,49.33,49.33,78,100,6.02,overcast clouds
638,Noumea,NC,-22.28,166.46,73.38,73.38,60,60,16.35,broken clouds
639,Vitorino Freire,BR,-4.07,-45.17,70.11,70.11,94,13,2.95,few clouds
640,Santa Cruz Del Sur,CU,20.71,-78.0,78.57,78.57,87,64,6.64,light rain
641,Cockburn Town,TC,21.46,-71.14,82.35,82.35,83,42,18.84,scattered clouds
642,Endirey,RU,43.16,46.65,74.86,74.86,73,79,2.39,broken clouds
643,Havoysund,NO,71.0,24.66,43.03,43.68,73,100,10.58,overcast clouds
644,Becerril,CO,9.7,-73.28,74.52,74.52,91,37,3.29,scattered clouds
645,Qasigiannguit,GL,68.82,-51.19,43.05,43.05,93,100,3.96,overcast clouds
646,Neiafu,TO,-18.65,-173.98,74.08,74.08,64,20,6.91,few clouds
647,Alyangula,AU,-13.85,136.42,82.13,82.13,54,26,16.87,scattered clouds
648,Abalak,RU,58.13,68.59,72.72,72.72,52,19,2.57,few clouds
649,Yevsino,RU,54.42,83.32,72.16,72.16,57,43,4.68,scattered clouds
650,Pronsk,RU,54.1,39.61,72.36,72.36,50,26,3.96,scattered clouds
651,Fort-Shevchenko,KZ,44.51,50.26,84.65,84.65,28,41,12.19,scattered clouds
652,Safaga,EG,26.73,33.94,90.28,90.28,34,2,15.1,clear sky
653,Macamic,CA,48.75,-79.0,62.76,62.76,73,42,11.81,scattered clouds
654,Merauke,ID,-8.47,140.33,80.96,80.96,77,91,15.35,overcast clouds
655,Arman,RU,59.7,150.17,60.03,60.03,87,99,5.46,overcast clouds
656,Nouakchott,MR,18.09,-15.98,78.73,78.73,84,40,15.95,scattered clouds
657,Mayna,RU,54.11,47.62,75.16,75.16,31,100,3.2,overcast clouds
658,Pontes E Lacerda,BR,-15.23,-59.34,71.85,71.85,45,28,1.97,scattered clouds
659,Boende,CD,-0.22,20.87,71.96,71.96,79,39,2.82,scattered clouds
660,Kununurra,AU,-15.77,128.73,91.38,91.38,16,0,16.11,clear sky
661,Newport,GB,51.59,-3.0,53.06,58.01,87,9,11.18,clear sky
662,Kabompo,ZM,-13.59,24.2,53.42,53.42,76,0,6.24,clear sky
663,Tondano,ID,1.3,124.91,75.29,75.29,62,34,2.93,scattered clouds
664,Akhmim,EG,26.56,31.75,84.33,84.33,33,1,10.09,clear sky
665,Mehran,IR,33.12,46.16,97.16,97.16,15,0,13.24,clear sky
666,Ryotsu,JP,38.08,138.43,76.42,76.42,73,100,2.37,overcast clouds
667,Tecpan,GT,14.76,-90.99,50.74,54.72,94,93,2.8,overcast clouds
668,Kirensk,RU,57.79,108.11,59.11,59.11,97,100,5.53,moderate rain
669,Henties Bay,NA,-22.12,14.28,50.86,50.86,86,0,0.36,clear sky
670,Umba,RU,66.69,34.34,50.22,50.22,90,100,11.79,overcast clouds
671,Columbio,PH,6.7,124.94,88.88,88.88,61,99,3.33,overcast clouds
672,Hambantota,LK,6.12,81.12,89.94,89.94,62,20,14.97,few clouds
673,Mwinilunga,ZM,-11.74,24.43,57.02,57.02,59,0,7.14,clear sky
674,Baijiantan,CN,45.63,85.18,82.94,82.94,30,89,7.74,overcast clouds
675,Taywarah,AF,33.35,64.42,68.9,68.9,10,0,2.01,clear sky
676,Lodwar,KE,3.12,35.6,78.87,78.87,54,61,15.39,broken clouds
677,Melivoia,GR,39.75,22.8,62.98,65.82,49,0,1.32,clear sky
678,Mercedes,AR,-34.65,-59.43,43.03,48.83,91,24,7.16,few clouds
679,Zhigansk,RU,66.77,123.37,59.14,59.14,47,88,7.52,overcast clouds
680,Isabela,PH,6.71,121.97,85.03,85.03,70,83,4.36,broken clouds
681,Bima,ID,-8.47,118.72,93.69,93.69,43,4,3.04,clear sky
682,Kharan,PK,28.58,65.42,90.41,90.41,14,0,10.6,clear sky
683,Stanger,ZA,-29.33,31.29,53.91,55.99,83,0,4.38,clear sky
