City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
508,Takoradi,GH,80.13,overcast clouds,4.88,-1.76,Raybow International Hotel
510,Hambantota,LK,79.29,overcast clouds,6.12,81.12,Bungalow 63
511,Ilam,NP,70.41,light rain,26.92,87.92,चियाबारी कटेज
512,Tres Picos,MX,86.61,broken clouds,15.87,-93.53,HOTEL TRES PICOS
513,Tamara,HN,78.55,few clouds,14.15,-87.33,Villa Las Acacias
515,Pili,PH,76.1,scattered clouds,13.58,123.3,Magindara Guesthouse
516,Tomohon,ID,67.14,scattered clouds,1.33,124.84,Gardenia Country Inn
517,Rajula,IN,80.51,scattered clouds,21.05,71.43,Lion Lords Inn Rajula
520,Sungaipenuh,ID,62.78,light rain,-2.08,101.38,Hotel Jaya Wisata 2
522,Tallahassee,US,77.86,moderate rain,30.44,-84.28,Four Points by Sheraton Tallahassee Downtown
523,Oktyabrskoye,RU,64.54,thunderstorm with light rain,43.06,44.74,Prolesok Mini-hotel
524,Yining,CN,74.93,overcast clouds,29.04,114.56,Xiushui Hotel
526,Chor,PK,89.06,clear sky,25.52,69.77,Asad U Bajeer Hotel
528,Sioux Lookout,CA,78.87,broken clouds,50.1,-91.92,Knobby's Fly-In Camps
529,Banjar,ID,80.46,few clouds,-8.19,114.97,The Hamsa Resort
530,Sorong,ID,77.81,light rain,-0.88,131.25,waigo splash hotel
532,Ajaccio,FR,81.09,clear sky,42.0,8.92,Sole E Monte
533,Ferrandina,IT,88.7,few clouds,40.5,16.45,Hotel degli Ulivi
535,Salalah,OM,78.89,overcast clouds,17.02,54.09,HAMDAN PLAZA HOTEL SALALAH
536,Caluquembe,AO,73.09,few clouds,-13.78,14.68,Hotel Kalukembe
537,Kigoma,TZ,76.75,scattered clouds,-4.88,29.63,MJI Mwema Lodge
539,San Cristobal,VE,80.78,overcast clouds,7.77,-72.22,Pirineos
541,Wanlaweyn,SO,76.5,scattered clouds,2.62,44.89,GAASHAAN HOME
543,Maceio,BR,80.04,broken clouds,-9.67,-35.74,Poutur Pousada
544,Horta,PT,76.64,scattered clouds,38.53,-28.63,Hotel do Canal | Horta - Faial
546,Petropavl,KZ,65.91,broken clouds,54.88,69.16,Отель GREENWICH
549,Westport,US,82.36,clear sky,41.14,-73.36,The Westport Inn
550,Ankazoabo,MG,66.47,clear sky,-22.28,44.52,ENCEIN BUREAU CISCO
551,Leibnitz,AT,87.69,scattered clouds,46.78,15.54,JUFA Hotel Leibnitz – Sport-Resort
553,Fare,PF,78.13,clear sky,-16.7,-151.02,Maitai Lapita Village Huahine
554,Prieska,ZA,71.51,scattered clouds,-29.66,22.75,Avenue GuestHouse
555,Partenit,UA,78.21,clear sky,44.58,34.34,Приватотель
557,Komsomolskiy,UZ,74.12,clear sky,40.43,71.72,Ikathouse
558,Filadelfia,US,83.19,overcast clouds,39.95,-75.16,Loews Philadelphia Hotel
561,Camana,PE,62.53,overcast clouds,-16.62,-72.71,Hostal Morales
562,Waingapu,ID,78.12,clear sky,-9.66,120.26,Pondok Wisata Elim
564,Loandjili,CG,75.31,overcast clouds,-4.76,11.86,Résidence ARCHANGE
565,Tarakan,ID,81.7,scattered clouds,3.3,117.63,RedDoorz Syariah near Taman Berlabuh Tarakan
566,Coahuayana,MX,87.28,broken clouds,18.73,-103.68,El rranchito michuacan de ocampos
567,Marion,US,79.57,broken clouds,39.77,-86.16,Hilton Indianapolis Hotel & Suites
569,Marawi,PH,68.65,overcast clouds,8.0,124.29,Derogongan Residence
570,Big Spring,US,89.55,clear sky,32.25,-101.48,Hampton Inn & Suites Big Spring
571,Puerto Leguizamo,CO,75.54,broken clouds,-0.19,-74.78,la casona de juancho
573,Nieuw Amsterdam,SR,87.82,scattered clouds,5.88,-55.08,Globe Hotel
574,Matara,LK,77.04,overcast clouds,5.95,80.54,Amaloh Boutique Resort
575,Goedereede,NL,64.0,broken clouds,51.82,3.98,Hotel-Pension Ouddorp
576,Muncar,ID,74.35,few clouds,-8.43,114.33,Zaky Homestay
577,Lichuan,CN,64.72,broken clouds,30.3,108.85,Yicheng Hotel
578,El Alto,PE,80.26,scattered clouds,-4.27,-81.21,Black Marlin Restaurant & Hospedaje
579,Severodvinsk,RU,60.91,overcast clouds,64.56,39.83,Park Hotel
581,Kailua,US,75.18,scattered clouds,21.4,-157.74,Sheffield House Bed & Breakfast
583,Ughelli,NG,78.13,light rain,5.49,6.01,Prestige Hotel
584,Alibag,IN,78.87,moderate rain,18.64,72.88,"Radisson Blu Resort & Spa - Alibaug, India"
586,Cordoba,AR,82.76,clear sky,-31.41,-64.18,Hotel Sussex
589,Nabire,ID,74.98,broken clouds,-3.37,135.48,Hotel Nusantara Nabire
591,Gadag,IN,72.59,light rain,15.42,75.62,Keshav Clarks Inn
596,Kaset Sombun,TH,76.24,overcast clouds,16.28,101.95,อาณาจักร มิน' กะล่อน.
600,Praia Da Vitoria,PT,82.65,scattered clouds,38.73,-27.07,Hotel Branco I
603,San Jeronimo,PE,62.22,overcast clouds,-11.95,-75.28,Tuki Llajta Pueblo Bonito Eco Lodge
606,La Ronge,CA,62.85,overcast clouds,55.1,-105.28,Northland Motor Hotel
607,Sibu,MY,75.51,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
609,Orocue,CO,85.96,few clouds,4.79,-71.34,Hotel Brisas de San Miguel
611,Angatuba,BR,75.11,broken clouds,-23.49,-48.41,Pousada da Vovó
612,Conceicao Da Barra,BR,79.11,broken clouds,-18.59,-39.73,Cricaré Praia Hotel
613,Copperas Cove,US,89.78,clear sky,31.12,-97.9,Super 8 by Wyndham Copperas Cove
616,Belebey,RU,75.47,overcast clouds,54.12,54.12,"Gostinitsa ""Belebey"""
617,Nichinan,JP,73.67,moderate rain,31.6,131.37,Guest House Aki
618,La Sarre,CA,81.12,few clouds,48.8,-79.2,Motel Villa Mon Repos
620,Senneterre,CA,77.22,scattered clouds,48.38,-77.23,Motel Senabi
621,Kaoma,ZM,68.9,clear sky,-14.78,24.8,KAOMA AIRPORT
623,Tual,ID,79.57,broken clouds,-5.67,132.75,Grand Vilia Hotel
624,Mocuba,MZ,69.71,overcast clouds,-16.84,36.99,Phama Lodge
626,Ferme-Neuve,CA,74.98,clear sky,46.7,-75.45,Pourvoirie Club Fontbrune Ltee
629,Yarada,IN,82.72,mist,17.65,83.27,Jeevan
630,Basco,PH,84.33,broken clouds,20.45,121.97,Nathaniel's Lodge
633,Ambulu,ID,73.27,few clouds,-8.35,113.61,Hotel Ambulu Jember
634,Kinshasa,CD,84.58,few clouds,-4.32,15.32,Flat Hotel Alhdeef
637,San Ramon,US,76.82,smoke,37.78,-121.98,San Ramon Marriott
638,Tiarei,PF,77.02,few clouds,-17.53,-149.33,Le Rocher de Tahiti
639,Kudat,MY,82.33,few clouds,6.88,116.85,Dream Garden Hotel
640,Natal,BR,86.65,scattered clouds,-5.79,-35.21,Hotel Natal
641,Marsh Harbour,BS,84.49,overcast clouds,26.54,-77.06,Abaco Beach Resort
642,Virginia Beach,US,88.02,scattered clouds,36.85,-75.98,Hilton Virginia Beach Oceanfront
643,Quatre Cocos,MU,69.91,light rain,-20.21,57.76,Sunrise Attitude Hotel
644,Brodokalmak,RU,76.1,scattered clouds,55.57,62.08,Stoybishche. Lesnaya Stoyanka
645,Kropotkin,RU,74.28,overcast clouds,45.44,40.58,Hotel Europe Kropotkin
646,Abha,SA,80.85,scattered clouds,18.22,42.51,Abha Hotel
648,Tirumullaivasal,IN,82.69,overcast clouds,11.23,79.83,My own house
649,Sovetskiy,RU,68.49,broken clouds,61.36,63.58,Apartment on Kievskaya 29
652,Lazaro Cardenas,MX,83.97,broken clouds,17.96,-102.2,quinta antigua
653,Portel,BR,89.29,scattered clouds,-1.94,-50.82,Pousada Avenida
